A1	A2	B1	B2	Variable A	Variable B	Group	Group (base)	Method	Combination	ID A	ID B
C	17.0	I	7.0	C17 - Refactorings	I7 - # Introducing issue commits [sum]	3.3	3	boxplots	CI	C17	I7
C	17.0	I	10.0	C17 - Refactorings	I10 - # Introducing issue comments [sum]	31	31	boxplots	CI	C17	I10
C	17.0	ML	2.0	C17 - Refactorings	ML2 - # ML bug discussants [sum]	E	E	boxplots	CML	C17	ML2
C	17.0	ML	5.0	C17 - Refactorings	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CML	C17	ML5
C	17.0	O	3.0	C17 - Refactorings	O3 - # Discussants in other media [sum]	E	E	boxplots	CO	C17	O3
C	17.0	R	3.0	C17 - Refactorings	R3 - # Reviewers [sum]	31	31	boxplots	CR	C17	R3
C	17.0	R	5.0	C17 - Refactorings	R5 - # Review comments [sum]	3.3	3	boxplots	CR	C17	R5
C	17.0	R	6.0	C17 - Refactorings	R6 - # Rounds of code review [sum]	3.3	3	boxplots	CR	C17	R6
C	18.0	C	3.0	C18 - Bug-introducing refactorings	C3 - # Files changed	31	31	boxplots	CC	C18	C3
C	18.0	C	4.0	C18 - Bug-introducing refactorings	C4 - Commit file bugginess	31	31	boxplots	CC	C18	C4
C	18.0	C	5.0	C18 - Bug-introducing refactorings	C5 - Commit total line bugginess	31	31	boxplots	CC	C18	C5
C	18.0	C	6.0	C18 - Bug-introducing refactorings	C6 - Commit file line bugginess	32	32	boxplots	CC	C18	C6
C	18.0	F	4.0	C18 - Bug-introducing refactorings	F4 - # Bug discussants	31	31	boxplots	CF	C18	F4
C	18.0	F	9.0	C18 - Bug-introducing refactorings	F9 - # Bug comments [sum]	31	31	boxplots	CF	C18	F9
C	18.0	I	5.0	C18 - Bug-introducing refactorings	I5 - # Introducing issue discussants [sum]	31	31	boxplots	CI	C18	I5
C	18.0	I	7.0	C18 - Bug-introducing refactorings	I7 - # Introducing issue commits [sum]	31	31	boxplots	CI	C18	I7
C	18.0	I	10.0	C18 - Bug-introducing refactorings	I10 - # Introducing issue comments [sum]	31	31	boxplots	CI	C18	I10
C	18.0	ML	2.0	C18 - Bug-introducing refactorings	ML2 - # ML bug discussants [sum]	E	E	boxplots	CML	C18	ML2
C	18.0	ML	5.0	C18 - Bug-introducing refactorings	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CML	C18	ML5
C	18.0	O	3.0	C18 - Bug-introducing refactorings	O3 - # Discussants in other media [sum]	E	E	boxplots	CO	C18	O3
C	18.0	R	3.0	C18 - Bug-introducing refactorings	R3 - # Reviewers [sum]	31	31	boxplots	CR	C18	R3
C	18.0	R	5.0	C18 - Bug-introducing refactorings	R5 - # Review comments [sum]	31	31	boxplots	CR	C18	R5
C	18.0	R	6.0	C18 - Bug-introducing refactorings	R6 - # Rounds of code review [sum]	31	31	boxplots	CR	C18	R6
C	19.0	C	3.0	C19 - Design changes	C3 - # Files changed	2.1	2	boxplots	CC	C19	C3
C	19.0	C	4.0	C19 - Design changes	C4 - Commit file bugginess	32	32	boxplots	CC	C19	C4
C	19.0	C	5.0	C19 - Design changes	C5 - Commit total line bugginess	32	32	boxplots	CC	C19	C5
C	19.0	C	6.0	C19 - Design changes	C6 - Commit file line bugginess	32	32	boxplots	CC	C19	C6
C	19.0	F	4.0	C19 - Design changes	F4 - # Bug discussants	31	31	boxplots	CF	C19	F4
C	19.0	F	9.0	C19 - Design changes	F9 - # Bug comments [sum]	31	31	boxplots	CF	C19	F9
C	19.0	I	5.0	C19 - Design changes	I5 - # Introducing issue discussants [sum]	31	31	boxplots	CI	C19	I5
C	19.0	I	7.0	C19 - Design changes	I7 - # Introducing issue commits [sum]	1	1	boxplots	CI	C19	I7
C	19.0	I	10.0	C19 - Design changes	I10 - # Introducing issue comments [sum]	31	31	boxplots	CI	C19	I10
C	19.0	ML	2.0	C19 - Design changes	ML2 - # ML bug discussants [sum]	E	E	boxplots	CML	C19	ML2
C	19.0	ML	5.0	C19 - Design changes	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CML	C19	ML5
C	19.0	O	3.0	C19 - Design changes	O3 - # Discussants in other media [sum]	E	E	boxplots	CO	C19	O3
C	19.0	R	3.0	C19 - Design changes	R3 - # Reviewers [sum]	1	1	boxplots	CR	C19	R3
C	19.0	R	5.0	C19 - Design changes	R5 - # Review comments [sum]	1	1	boxplots	CR	C19	R5
C	19.0	R	6.0	C19 - Design changes	R6 - # Rounds of code review [sum]	1	1	boxplots	CR	C19	R6
C	20.0	C	3.0	C20 - Bug-introducing design changes	C3 - # Files changed	32	32	boxplots	CC	C20	C3
C	20.0	C	4.0	C20 - Bug-introducing design changes	C4 - Commit file bugginess	32	32	boxplots	CC	C20	C4
C	20.0	C	5.0	C20 - Bug-introducing design changes	C5 - Commit total line bugginess	32	32	boxplots	CC	C20	C5
C	20.0	C	6.0	C20 - Bug-introducing design changes	C6 - Commit file line bugginess	32	32	boxplots	CC	C20	C6
C	20.0	F	4.0	C20 - Bug-introducing design changes	F4 - # Bug discussants	31	31	boxplots	CF	C20	F4
C	20.0	F	9.0	C20 - Bug-introducing design changes	F9 - # Bug comments [sum]	31	31	boxplots	CF	C20	F9
C	20.0	I	5.0	C20 - Bug-introducing design changes	I5 - # Introducing issue discussants [sum]	31	31	boxplots	CI	C20	I5
C	20.0	I	7.0	C20 - Bug-introducing design changes	I7 - # Introducing issue commits [sum]	31	31	boxplots	CI	C20	I7
C	20.0	I	10.0	C20 - Bug-introducing design changes	I10 - # Introducing issue comments [sum]	31	31	boxplots	CI	C20	I10
C	20.0	ML	2.0	C20 - Bug-introducing design changes	ML2 - # ML bug discussants [sum]	E	E	boxplots	CML	C20	ML2
C	20.0	ML	5.0	C20 - Bug-introducing design changes	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CML	C20	ML5
C	20.0	O	3.0	C20 - Bug-introducing design changes	O3 - # Discussants in other media [sum]	E	E	boxplots	CO	C20	O3
C	20.0	R	3.0	C20 - Bug-introducing design changes	R3 - # Reviewers [sum]	31	31	boxplots	CR	C20	R3
C	20.0	R	5.0	C20 - Bug-introducing design changes	R5 - # Review comments [sum]	32	32	boxplots	CR	C20	R5
C	20.0	R	6.0	C20 - Bug-introducing design changes	R6 - # Rounds of code review [sum]	31	31	boxplots	CR	C20	R6
C	21.0	C	3.0	C21 - Change of external dependencies	C3 - # Files changed	2.1	2	boxplots	CC	C21	C3
C	21.0	C	4.0	C21 - Change of external dependencies	C4 - Commit file bugginess	32	32	boxplots	CC	C21	C4
C	21.0	C	5.0	C21 - Change of external dependencies	C5 - Commit total line bugginess	32	32	boxplots	CC	C21	C5
C	21.0	C	6.0	C21 - Change of external dependencies	C6 - Commit file line bugginess	32	32	boxplots	CC	C21	C6
C	21.0	F	4.0	C21 - Change of external dependencies	F4 - # Bug discussants	31	31	boxplots	CF	C21	F4
C	21.0	F	9.0	C21 - Change of external dependencies	F9 - # Bug comments [sum]	31	31	boxplots	CF	C21	F9
C	21.0	I	5.0	C21 - Change of external dependencies	I5 - # Introducing issue discussants [sum]	31	31	boxplots	CI	C21	I5
C	21.0	I	7.0	C21 - Change of external dependencies	I7 - # Introducing issue commits [sum]	31	31	boxplots	CI	C21	I7
C	21.0	I	10.0	C21 - Change of external dependencies	I10 - # Introducing issue comments [sum]	31	31	boxplots	CI	C21	I10
C	21.0	ML	2.0	C21 - Change of external dependencies	ML2 - # ML bug discussants [sum]	E	E	boxplots	CML	C21	ML2
C	21.0	ML	5.0	C21 - Change of external dependencies	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CML	C21	ML5
C	21.0	O	3.0	C21 - Change of external dependencies	O3 - # Discussants in other media [sum]	E	E	boxplots	CO	C21	O3
C	21.0	R	3.0	C21 - Change of external dependencies	R3 - # Reviewers [sum]	1	1	boxplots	CR	C21	R3
C	21.0	R	5.0	C21 - Change of external dependencies	R5 - # Review comments [sum]	1	1	boxplots	CR	C21	R5
C	21.0	R	6.0	C21 - Change of external dependencies	R6 - # Rounds of code review [sum]	1	1	boxplots	CR	C21	R6
C	22.0	C	3.0	C22 - Bug-introducing dependency changes	C3 - # Files changed	32	32	boxplots	CC	C22	C3
C	22.0	C	4.0	C22 - Bug-introducing dependency changes	C4 - Commit file bugginess	32	32	boxplots	CC	C22	C4
C	22.0	C	5.0	C22 - Bug-introducing dependency changes	C5 - Commit total line bugginess	31	31	boxplots	CC	C22	C5
C	22.0	C	6.0	C22 - Bug-introducing dependency changes	C6 - Commit file line bugginess	32	32	boxplots	CC	C22	C6
C	22.0	F	4.0	C22 - Bug-introducing dependency changes	F4 - # Bug discussants	31	31	boxplots	CF	C22	F4
C	22.0	F	9.0	C22 - Bug-introducing dependency changes	F9 - # Bug comments [sum]	31	31	boxplots	CF	C22	F9
C	22.0	I	5.0	C22 - Bug-introducing dependency changes	I5 - # Introducing issue discussants [sum]	31	31	boxplots	CI	C22	I5
C	22.0	I	7.0	C22 - Bug-introducing dependency changes	I7 - # Introducing issue commits [sum]	31	31	boxplots	CI	C22	I7
C	22.0	I	10.0	C22 - Bug-introducing dependency changes	I10 - # Introducing issue comments [sum]	31	31	boxplots	CI	C22	I10
C	22.0	ML	2.0	C22 - Bug-introducing dependency changes	ML2 - # ML bug discussants [sum]	E	E	boxplots	CML	C22	ML2
C	22.0	ML	5.0	C22 - Bug-introducing dependency changes	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CML	C22	ML5
C	22.0	O	3.0	C22 - Bug-introducing dependency changes	O3 - # Discussants in other media [sum]	E	E	boxplots	CO	C22	O3
C	22.0	R	3.0	C22 - Bug-introducing dependency changes	R3 - # Reviewers [sum]	E	E	boxplots	CR	C22	R3
C	22.0	R	5.0	C22 - Bug-introducing dependency changes	R5 - # Review comments [sum]	E	E	boxplots	CR	C22	R5
C	22.0	R	6.0	C22 - Bug-introducing dependency changes	R6 - # Rounds of code review [sum]	E	E	boxplots	CR	C22	R6
CI	2.0	C	3.0	CI2 - CI build status	C3 - # Files changed	1	1	boxplots	CIC	CI2	C3
CI	2.0	C	4.0	CI2 - CI build status	C4 - Commit file bugginess	31	31	boxplots	CIC	CI2	C4
CI	2.0	C	5.0	CI2 - CI build status	C5 - Commit total line bugginess	31	31	boxplots	CIC	CI2	C5
CI	2.0	C	6.0	CI2 - CI build status	C6 - Commit file line bugginess	31	31	boxplots	CIC	CI2	C6
CI	2.0	F	4.0	CI2 - CI build status	F4 - # Bug discussants	31	31	boxplots	CIF	CI2	F4
CI	2.0	F	9.0	CI2 - CI build status	F9 - # Bug comments [sum]	31	31	boxplots	CIF	CI2	F9
CI	2.0	I	5.0	CI2 - CI build status	I5 - # Introducing issue discussants [sum]	E	E	boxplots	CII	CI2	I5
CI	2.0	I	7.0	CI2 - CI build status	I7 - # Introducing issue commits [sum]	31	31	boxplots	CII	CI2	I7
CI	2.0	I	10.0	CI2 - CI build status	I10 - # Introducing issue comments [sum]	E	E	boxplots	CII	CI2	I10
CI	2.0	ML	2.0	CI2 - CI build status	ML2 - # ML bug discussants [sum]	E	E	boxplots	CIML	CI2	ML2
CI	2.0	ML	5.0	CI2 - CI build status	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CIML	CI2	ML5
CI	2.0	O	3.0	CI2 - CI build status	O3 - # Discussants in other media [sum]	E	E	boxplots	CIO	CI2	O3
CI	2.0	R	3.0	CI2 - CI build status	R3 - # Reviewers [sum]	3.4	3	boxplots	CIR	CI2	R3
CI	2.0	R	5.0	CI2 - CI build status	R5 - # Review comments [sum]	2.1	2	boxplots	CIR	CI2	R5
CI	2.0	R	6.0	CI2 - CI build status	R6 - # Rounds of code review [sum]	3.3	3	boxplots	CIR	CI2	R6
CI	3.0	C	3.0	CI3 - CI build status change	C3 - # Files changed	3.3	3	boxplots	CIC	CI3	C3
CI	3.0	C	4.0	CI3 - CI build status change	C4 - Commit file bugginess	31	31	boxplots	CIC	CI3	C4
CI	3.0	C	5.0	CI3 - CI build status change	C5 - Commit total line bugginess	31	31	boxplots	CIC	CI3	C5
CI	3.0	C	6.0	CI3 - CI build status change	C6 - Commit file line bugginess	31	31	boxplots	CIC	CI3	C6
CI	3.0	F	4.0	CI3 - CI build status change	F4 - # Bug discussants	31	31	boxplots	CIF	CI3	F4
CI	3.0	F	9.0	CI3 - CI build status change	F9 - # Bug comments [sum]	31	31	boxplots	CIF	CI3	F9
CI	3.0	I	5.0	CI3 - CI build status change	I5 - # Introducing issue discussants [sum]	E	E	boxplots	CII	CI3	I5
CI	3.0	I	7.0	CI3 - CI build status change	I7 - # Introducing issue commits [sum]	3.3	3	boxplots	CII	CI3	I7
CI	3.0	I	10.0	CI3 - CI build status change	I10 - # Introducing issue comments [sum]	E	E	boxplots	CII	CI3	I10
CI	3.0	ML	2.0	CI3 - CI build status change	ML2 - # ML bug discussants [sum]	E	E	boxplots	CIML	CI3	ML2
CI	3.0	ML	5.0	CI3 - CI build status change	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	CIML	CI3	ML5
CI	3.0	O	3.0	CI3 - CI build status change	O3 - # Discussants in other media [sum]	E	E	boxplots	CIO	CI3	O3
CI	3.0	R	3.0	CI3 - CI build status change	R3 - # Reviewers [sum]	3.3	3	boxplots	CIR	CI3	R3
CI	3.0	R	5.0	CI3 - CI build status change	R5 - # Review comments [sum]	3.3	3	boxplots	CIR	CI3	R5
CI	3.0	R	6.0	CI3 - CI build status change	R6 - # Rounds of code review [sum]	1	1	boxplots	CIR	CI3	R6
F	2.0	C	3.0	F2 - Bug severity [max]	C3 - # Files changed	31	31	boxplots	FC	F2	C3
F	2.0	C	4.0	F2 - Bug severity [max]	C4 - Commit file bugginess	31	31	boxplots	FC	F2	C4
F	2.0	C	5.0	F2 - Bug severity [max]	C5 - Commit total line bugginess	31	31	boxplots	FC	F2	C5
F	2.0	C	6.0	F2 - Bug severity [max]	C6 - Commit file line bugginess	31	31	boxplots	FC	F2	C6
F	2.0	F	4.0	F2 - Bug severity [max]	F4 - # Bug discussants	31	31	boxplots	FF	F2	F4
F	2.0	F	9.0	F2 - Bug severity [max]	F9 - # Bug comments [sum]	31	31	boxplots	FF	F2	F9
F	2.0	I	5.0	F2 - Bug severity [max]	I5 - # Introducing issue discussants [sum]	E	E	boxplots	FI	F2	I5
F	2.0	I	7.0	F2 - Bug severity [max]	I7 - # Introducing issue commits [sum]	31	31	boxplots	FI	F2	I7
F	2.0	I	10.0	F2 - Bug severity [max]	I10 - # Introducing issue comments [sum]	E	E	boxplots	FI	F2	I10
F	2.0	ML	2.0	F2 - Bug severity [max]	ML2 - # ML bug discussants [sum]	E	E	boxplots	FML	F2	ML2
F	2.0	ML	5.0	F2 - Bug severity [max]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	FML	F2	ML5
F	2.0	O	3.0	F2 - Bug severity [max]	O3 - # Discussants in other media [sum]	E	E	boxplots	FO	F2	O3
F	2.0	R	3.0	F2 - Bug severity [max]	R3 - # Reviewers [sum]	31	31	boxplots	FR	F2	R3
F	2.0	R	5.0	F2 - Bug severity [max]	R5 - # Review comments [sum]	31	31	boxplots	FR	F2	R5
F	2.0	R	6.0	F2 - Bug severity [max]	R6 - # Rounds of code review [sum]	31	31	boxplots	FR	F2	R6
F	3.0	C	3.0	F3 - Bug labels	C3 - # Files changed	32 (ovr)	32	boxplots	FC	F3	C3
F	3.0	C	4.0	F3 - Bug labels	C4 - Commit file bugginess	32 (ovr)	32	boxplots	FC	F3	C4
F	3.0	C	5.0	F3 - Bug labels	C5 - Commit total line bugginess	32 (ovr)	32	boxplots	FC	F3	C5
F	3.0	C	6.0	F3 - Bug labels	C6 - Commit file line bugginess	32 (ovr)	32	boxplots	FC	F3	C6
F	3.0	F	4.0	F3 - Bug labels	F4 - # Bug discussants	32 (ovr)	32	boxplots	FF	F3	F4
F	3.0	F	9.0	F3 - Bug labels	F9 - # Bug comments [sum]	32 (ovr)	32	boxplots	FF	F3	F9
F	3.0	I	5.0	F3 - Bug labels	I5 - # Introducing issue discussants [sum]	32 (ovr)	32	boxplots	FI	F3	I5
F	3.0	I	7.0	F3 - Bug labels	I7 - # Introducing issue commits [sum]	31	31	boxplots	FI	F3	I7
F	3.0	I	10.0	F3 - Bug labels	I10 - # Introducing issue comments [sum]	32 (ovr)	32	boxplots	FI	F3	I10
F	3.0	ML	2.0	F3 - Bug labels	ML2 - # ML bug discussants [sum]	E	E	boxplots	FML	F3	ML2
F	3.0	ML	5.0	F3 - Bug labels	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	FML	F3	ML5
F	3.0	O	3.0	F3 - Bug labels	O3 - # Discussants in other media [sum]	E	E	boxplots	FO	F3	O3
F	3.0	R	3.0	F3 - Bug labels	R3 - # Reviewers [sum]	31	31	boxplots	FR	F3	R3
F	3.0	R	5.0	F3 - Bug labels	R5 - # Review comments [sum]	31	31	boxplots	FR	F3	R5
F	3.0	R	6.0	F3 - Bug labels	R6 - # Rounds of code review [sum]	32 (ovr)	32	boxplots	FR	F3	R6
F	4.1	C	3.0	F4.1 - Bug discussant roles	C3 - # Files changed	31	31	boxplots	FC	F4	C3
F	4.1	C	4.0	F4.1 - Bug discussant roles	C4 - Commit file bugginess	31	31	boxplots	FC	F4	C4
F	4.1	C	5.0	F4.1 - Bug discussant roles	C5 - Commit total line bugginess	31	31	boxplots	FC	F4	C5
F	4.1	C	6.0	F4.1 - Bug discussant roles	C6 - Commit file line bugginess	31	31	boxplots	FC	F4	C6
F	4.1	F	4.0	F4.1 - Bug discussant roles	F4 - # Bug discussants	31	31	boxplots	FF	F4	F4
F	4.1	F	9.0	F4.1 - Bug discussant roles	F9 - # Bug comments [sum]	32	32	boxplots	FF	F4	F9
F	4.1	I	5.0	F4.1 - Bug discussant roles	I5 - # Introducing issue discussants [sum]	31	31	boxplots	FI	F4	I5
F	4.1	I	7.0	F4.1 - Bug discussant roles	I7 - # Introducing issue commits [sum]	31	31	boxplots	FI	F4	I7
F	4.1	I	10.0	F4.1 - Bug discussant roles	I10 - # Introducing issue comments [sum]	31	31	boxplots	FI	F4	I10
F	4.1	ML	2.0	F4.1 - Bug discussant roles	ML2 - # ML bug discussants [sum]	E	E	boxplots	FML	F4	ML2
F	4.1	ML	5.0	F4.1 - Bug discussant roles	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	FML	F4	ML5
F	4.1	O	3.0	F4.1 - Bug discussant roles	O3 - # Discussants in other media [sum]	E	E	boxplots	FO	F4	O3
F	4.1	R	3.0	F4.1 - Bug discussant roles	R3 - # Reviewers [sum]	31	31	boxplots	FR	F4	R3
F	4.1	R	5.0	F4.1 - Bug discussant roles	R5 - # Review comments [sum]	31	31	boxplots	FR	F4	R5
F	4.1	R	6.0	F4.1 - Bug discussant roles	R6 - # Rounds of code review [sum]	31	31	boxplots	FR	F4	R6
F	4.2	C	3.0	F4.2 - Bug reporter role [max]	C3 - # Files changed	31	31	boxplots	FC	F4	C3
F	4.2	C	4.0	F4.2 - Bug reporter role [max]	C4 - Commit file bugginess	31	31	boxplots	FC	F4	C4
F	4.2	C	5.0	F4.2 - Bug reporter role [max]	C5 - Commit total line bugginess	31	31	boxplots	FC	F4	C5
F	4.2	C	6.0	F4.2 - Bug reporter role [max]	C6 - Commit file line bugginess	31	31	boxplots	FC	F4	C6
F	4.2	F	4.0	F4.2 - Bug reporter role [max]	F4 - # Bug discussants	32	32	boxplots	FF	F4	F4
F	4.2	F	9.0	F4.2 - Bug reporter role [max]	F9 - # Bug comments [sum]	32	32	boxplots	FF	F4	F9
F	4.2	I	5.0	F4.2 - Bug reporter role [max]	I5 - # Introducing issue discussants [sum]	31	31	boxplots	FI	F4	I5
F	4.2	I	7.0	F4.2 - Bug reporter role [max]	I7 - # Introducing issue commits [sum]	32	32	boxplots	FI	F4	I7
F	4.2	I	10.0	F4.2 - Bug reporter role [max]	I10 - # Introducing issue comments [sum]	32 (ovr)	32	boxplots	FI	F4	I10
F	4.2	ML	2.0	F4.2 - Bug reporter role [max]	ML2 - # ML bug discussants [sum]	E	E	boxplots	FML	F4	ML2
F	4.2	ML	5.0	F4.2 - Bug reporter role [max]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	FML	F4	ML5
F	4.2	O	3.0	F4.2 - Bug reporter role [max]	O3 - # Discussants in other media [sum]	E	E	boxplots	FO	F4	O3
F	4.2	R	3.0	F4.2 - Bug reporter role [max]	R3 - # Reviewers [sum]	32	32	boxplots	FR	F4	R3
F	4.2	R	5.0	F4.2 - Bug reporter role [max]	R5 - # Review comments [sum]	32	32	boxplots	FR	F4	R5
F	4.2	R	6.0	F4.2 - Bug reporter role [max]	R6 - # Rounds of code review [sum]	32	32	boxplots	FR	F4	R6
F	4.3	C	3.0	F4.3 - Bug assignee role [max]	C3 - # Files changed	32	32	boxplots	FC	F4	C3
F	4.3	C	4.0	F4.3 - Bug assignee role [max]	C4 - Commit file bugginess	31	31	boxplots	FC	F4	C4
F	4.3	C	5.0	F4.3 - Bug assignee role [max]	C5 - Commit total line bugginess	31	31	boxplots	FC	F4	C5
F	4.3	C	6.0	F4.3 - Bug assignee role [max]	C6 - Commit file line bugginess	32	32	boxplots	FC	F4	C6
F	4.3	F	4.0	F4.3 - Bug assignee role [max]	F4 - # Bug discussants	31	31	boxplots	FF	F4	F4
F	4.3	F	9.0	F4.3 - Bug assignee role [max]	F9 - # Bug comments [sum]	32	32	boxplots	FF	F4	F9
F	4.3	I	5.0	F4.3 - Bug assignee role [max]	I5 - # Introducing issue discussants [sum]	31	31	boxplots	FI	F4	I5
F	4.3	I	7.0	F4.3 - Bug assignee role [max]	I7 - # Introducing issue commits [sum]	32	32	boxplots	FI	F4	I7
F	4.3	I	10.0	F4.3 - Bug assignee role [max]	I10 - # Introducing issue comments [sum]	31	31	boxplots	FI	F4	I10
F	4.3	ML	2.0	F4.3 - Bug assignee role [max]	ML2 - # ML bug discussants [sum]	E	E	boxplots	FML	F4	ML2
F	4.3	ML	5.0	F4.3 - Bug assignee role [max]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	FML	F4	ML5
F	4.3	O	3.0	F4.3 - Bug assignee role [max]	O3 - # Discussants in other media [sum]	E	E	boxplots	FO	F4	O3
F	4.3	R	3.0	F4.3 - Bug assignee role [max]	R3 - # Reviewers [sum]	31	31	boxplots	FR	F4	R3
F	4.3	R	5.0	F4.3 - Bug assignee role [max]	R5 - # Review comments [sum]	31	31	boxplots	FR	F4	R5
F	4.3	R	6.0	F4.3 - Bug assignee role [max]	R6 - # Rounds of code review [sum]	31	31	boxplots	FR	F4	R6
F	4.4	C	3.0	F4.4 - Bug creator role [max]	C3 - # Files changed	32	32	boxplots	FC	F4	C3
F	4.4	C	4.0	F4.4 - Bug creator role [max]	C4 - Commit file bugginess	31	31	boxplots	FC	F4	C4
F	4.4	C	5.0	F4.4 - Bug creator role [max]	C5 - Commit total line bugginess	31	31	boxplots	FC	F4	C5
F	4.4	C	6.0	F4.4 - Bug creator role [max]	C6 - Commit file line bugginess	32	32	boxplots	FC	F4	C6
F	4.4	F	4.0	F4.4 - Bug creator role [max]	F4 - # Bug discussants	32	32	boxplots	FF	F4	F4
F	4.4	F	9.0	F4.4 - Bug creator role [max]	F9 - # Bug comments [sum]	32	32	boxplots	FF	F4	F9
F	4.4	I	5.0	F4.4 - Bug creator role [max]	I5 - # Introducing issue discussants [sum]	31	31	boxplots	FI	F4	I5
F	4.4	I	7.0	F4.4 - Bug creator role [max]	I7 - # Introducing issue commits [sum]	32	32	boxplots	FI	F4	I7
F	4.4	I	10.0	F4.4 - Bug creator role [max]	I10 - # Introducing issue comments [sum]	32	32	boxplots	FI	F4	I10
F	4.4	ML	2.0	F4.4 - Bug creator role [max]	ML2 - # ML bug discussants [sum]	E	E	boxplots	FML	F4	ML2
F	4.4	ML	5.0	F4.4 - Bug creator role [max]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	FML	F4	ML5
F	4.4	O	3.0	F4.4 - Bug creator role [max]	O3 - # Discussants in other media [sum]	E	E	boxplots	FO	F4	O3
F	4.4	R	3.0	F4.4 - Bug creator role [max]	R3 - # Reviewers [sum]	32	32	boxplots	FR	F4	R3
F	4.4	R	5.0	F4.4 - Bug creator role [max]	R5 - # Review comments [sum]	32	32	boxplots	FR	F4	R5
F	4.4	R	6.0	F4.4 - Bug creator role [max]	R6 - # Rounds of code review [sum]	32	32	boxplots	FR	F4	R6
F	5.0	C	3.0	F5 - Aspects of the Bug discussion: action	C3 - # Files changed	31	31	boxplots	FC	F5	C3
F	5.0	C	3.0	F5 - Aspects of the Bug discussion: target	C3 - # Files changed	31	31	boxplots	FC	F5	C3
F	5.0	C	3.0	F5 - Aspects of the Bug discussion: topic	C3 - # Files changed	32	32	boxplots	FC	F5	C3
F	5.0	C	4.0	F5 - Aspects of the Bug discussion: action	C4 - Commit file bugginess	31	31	boxplots	FC	F5	C4
F	5.0	C	4.0	F5 - Aspects of the Bug discussion: target	C4 - Commit file bugginess	31	31	boxplots	FC	F5	C4
F	5.0	C	4.0	F5 - Aspects of the Bug discussion: topic	C4 - Commit file bugginess	32	32	boxplots	FC	F5	C4
F	5.0	C	5.0	F5 - Aspects of the Bug discussion: action	C5 - Commit total line bugginess	31	31	boxplots	FC	F5	C5
F	5.0	C	5.0	F5 - Aspects of the Bug discussion: target	C5 - Commit total line bugginess	31	31	boxplots	FC	F5	C5
F	5.0	C	5.0	F5 - Aspects of the Bug discussion: topic	C5 - Commit total line bugginess	32	32	boxplots	FC	F5	C5
F	5.0	C	6.0	F5 - Aspects of the Bug discussion: action	C6 - Commit file line bugginess	31	31	boxplots	FC	F5	C6
F	5.0	C	6.0	F5 - Aspects of the Bug discussion: target	C6 - Commit file line bugginess	32	32	boxplots	FC	F5	C6
F	5.0	C	6.0	F5 - Aspects of the Bug discussion: topic	C6 - Commit file line bugginess	32	32	boxplots	FC	F5	C6
F	5.0	F	4.0	F5 - Aspects of the Bug discussion: action	F4 - # Bug discussants	32	32	boxplots	FF	F5	F4
F	5.0	F	4.0	F5 - Aspects of the Bug discussion: target	F4 - # Bug discussants	31	31	boxplots	FF	F5	F4
F	5.0	F	4.0	F5 - Aspects of the Bug discussion: topic	F4 - # Bug discussants	31	31	boxplots	FF	F5	F4
F	5.0	F	9.0	F5 - Aspects of the Bug discussion: action	F9 - # Bug comments [sum]	32	32	boxplots	FF	F5	F9
